gene	Pattern_cls_hypoxia
MSMEG_5569	Slow
MSMEG_5570	Med-slow
MSMEG_5571	Slow
MSMEG_5572	Slow
MSMEG_5573	Med-fast
MSMEG_5574	Med-slow
MSMEG_5575	Med-fast
MSMEG_5576	Med-fast
MSMEG_5577	Med-fast
MSMEG_5580	Med-fast
MSMEG_5581	Fast
MSMEG_5582	Fast
MSMEG_5583	Med-slow
MSMEG_5584	Med-fast
MSMEG_5586	Slow
MSMEG_5588	Med-fast
MSMEG_5589	Slow
MSMEG_5590	Fast
MSMEG_5591	Med-fast
MSMEG_5592	Med-fast
MSMEG_5593	Med-slow
MSMEG_5594	Med-fast
MSMEG_5595	Fast
MSMEG_5597	Med-fast
MSMEG_5602	Fast
MSMEG_5603	Fast
MSMEG_5604	Med-slow
MSMEG_5605	Med-slow
MSMEG_5607	Fast
MSMEG_5608	Med-slow
MSMEG_5609	Med-fast
MSMEG_5610	Med-fast
MSMEG_5612	Med-slow
MSMEG_5613	Med-slow
MSMEG_5614	Med-fast
MSMEG_5615	Med-slow
MSMEG_5617	Med-slow
MSMEG_5629	Med-slow
MSMEG_5631	Slow
MSMEG_5633	Med-slow
MSMEG_5634	Fast
MSMEG_5635	Fast
MSMEG_5636	Med-slow
MSMEG_5637	Med-slow
MSMEG_5638	Med-slow
MSMEG_5639	Slow
MSMEG_5640	Med-slow
MSMEG_5641	Med-fast
MSMEG_5642	Med-fast
MSMEG_5643	Med-fast
MSMEG_5644	Med-slow
MSMEG_5645	Med-fast
MSMEG_5648	Fast
MSMEG_5649	Med-fast
MSMEG_5650	Med-slow
MSMEG_5651	Slow
MSMEG_5653	Med-fast
MSMEG_5654	Fast
MSMEG_5655	Fast
MSMEG_5656	Fast
MSMEG_5658	Med-slow
MSMEG_5659	Med-slow
MSMEG_5660	Med-fast
MSMEG_5661	Med-fast
MSMEG_5662	Fast
MSMEG_5663	Med-fast
MSMEG_5664	Med-fast
MSMEG_5665	Med-fast
MSMEG_5666	Fast
MSMEG_5667	Med-fast
MSMEG_5669	Med-fast
MSMEG_5670	Slow
MSMEG_5671	Fast
MSMEG_5672	Med-fast
MSMEG_5673	Med-slow
MSMEG_5674	Med-slow
MSMEG_5675	Med-fast
MSMEG_5676	Med-fast
MSMEG_5677	Med-slow
MSMEG_5678	Med-fast
MSMEG_5679	Med-fast
MSMEG_5680	Fast
MSMEG_5681	Med-fast
MSMEG_5682	Med-fast
MSMEG_5683	Med-slow
MSMEG_5684	Med-fast
MSMEG_5685	Fast
MSMEG_5686	Med-fast
MSMEG_5687	Med-fast
MSMEG_5688	Fast
MSMEG_5689	Med-fast
MSMEG_5690	Fast
MSMEG_5691	Fast
MSMEG_5692	Med-fast
MSMEG_5693	Med-fast
MSMEG_5694	Med-slow
MSMEG_5695	Med-slow
MSMEG_5696	Med-slow
MSMEG_5697	Fast
MSMEG_5698	Med-fast
MSMEG_5699	Med-fast
MSMEG_5701	Med-slow
MSMEG_5702	Med-fast
MSMEG_5703	Fast
MSMEG_5704	Fast
MSMEG_5705	Med-fast
MSMEG_5706	Fast
MSMEG_5707	Med-fast
MSMEG_5708	Med-slow
MSMEG_5712	Med-fast
MSMEG_5713	Med-fast
MSMEG_5714	Fast
MSMEG_5715	Med-fast
MSMEG_5717	Med-fast
MSMEG_5718	Fast
MSMEG_5720	Med-slow
MSMEG_5721	Med-fast
MSMEG_5722	Med-fast
MSMEG_5725	Med-slow
MSMEG_5726	Med-fast
MSMEG_5727	Med-slow
MSMEG_5728	Slow
MSMEG_5730	Med-fast
MSMEG_5731	Med-slow
MSMEG_5732	Med-fast
MSMEG_5733	Fast
MSMEG_5734	Med-slow
MSMEG_5735	Med-slow
MSMEG_5736	Slow
MSMEG_5738	Med-fast
MSMEG_5739	Med-slow
MSMEG_5740	Med-fast
MSMEG_5741	Fast
MSMEG_5746	Med-slow
MSMEG_5747	Med-fast
MSMEG_5748	Med-fast
MSMEG_5749	Med-fast
MSMEG_5750	Med-slow
MSMEG_5751	Med-fast
MSMEG_5753	Med-slow
MSMEG_5760	Med-fast
MSMEG_5765	Med-fast
MSMEG_5766	Med-fast
MSMEG_5767	Med-slow
MSMEG_5769	Fast
MSMEG_5770	Med-slow
MSMEG_5771	Slow
MSMEG_5773	Fast
MSMEG_5774	Med-slow
MSMEG_5775	Med-slow
MSMEG_5776	Fast
MSMEG_5777	Med-fast
MSMEG_5778	Fast
MSMEG_5779	Med-slow
MSMEG_5780	Med-slow
MSMEG_5781	Fast
MSMEG_5782	Med-slow
MSMEG_5784	Med-fast
MSMEG_5785	Med-fast
MSMEG_5786	Med-slow
MSMEG_5788	Fast
MSMEG_5789	Slow
MSMEG_5791	Fast
MSMEG_5792	Fast
MSMEG_5793	Med-fast
MSMEG_5794	Med-fast
MSMEG_5795	Med-slow
MSMEG_5796	Med-slow
MSMEG_5797	Fast
MSMEG_5798	Fast
MSMEG_5799	Med-slow
MSMEG_5800	Fast
MSMEG_5803	Med-fast
MSMEG_5804	Med-slow
MSMEG_5807	Med-slow
MSMEG_5808	Med-slow
MSMEG_5810	Med-slow
MSMEG_5811	Med-slow
MSMEG_5812	Med-fast
MSMEG_5814	Fast
MSMEG_5815	Med-slow
MSMEG_5816	Med-slow
MSMEG_5817	Med-fast
MSMEG_5818	Fast
MSMEG_5820	Med-slow
MSMEG_5821	Slow
MSMEG_5823	Med-slow
MSMEG_5824	Med-fast
MSMEG_5825	Med-fast
MSMEG_5826	Med-fast
MSMEG_5827	Med-slow
MSMEG_5828	Med-slow
MSMEG_5829	Fast
MSMEG_5830	Med-slow
MSMEG_5831	Fast
MSMEG_5832	Fast
MSMEG_5834	Fast
MSMEG_5836	Slow
MSMEG_5837	Med-fast
MSMEG_5838	Med-fast
MSMEG_5839	Slow
MSMEG_5841	Med-fast
MSMEG_5842	Fast
MSMEG_5843	Med-fast
MSMEG_5845	Med-slow
MSMEG_5846	Med-slow
MSMEG_5847	Med-fast
MSMEG_5848	Med-slow
MSMEG_5849	Med-fast
MSMEG_5850	Med-fast
MSMEG_5851	Slow
MSMEG_5852	Med-fast
MSMEG_5854	Med-slow
MSMEG_5855	Slow
MSMEG_5856	Slow
MSMEG_5859	Slow
MSMEG_5860	Fast
MSMEG_5862	Med-fast
MSMEG_5863	Med-fast
MSMEG_5865	Slow
MSMEG_5866	Slow
MSMEG_5867	Med-slow
MSMEG_5868	Fast
MSMEG_5870	Med-slow
MSMEG_5871	Med-fast
MSMEG_5872	Slow
MSMEG_5873	Med-fast
MSMEG_5875	Med-fast
MSMEG_5876	Fast
MSMEG_5877	Fast
MSMEG_5878	Fast
MSMEG_5879	Med-slow
MSMEG_5880	Med-fast
MSMEG_5884	Med-slow
MSMEG_5885	Med-slow
MSMEG_5887	Slow
MSMEG_5888	Fast
MSMEG_5889	Med-fast
MSMEG_5890	Fast
MSMEG_5891	Fast
MSMEG_5892	Med-fast
MSMEG_5893	Slow
MSMEG_5894	Med-slow
MSMEG_5895	Slow
MSMEG_5896	Slow
MSMEG_5897	Slow
MSMEG_5898	Med-slow
MSMEG_5899	Slow
MSMEG_5900	Med-slow
MSMEG_5901	Fast
MSMEG_5902	Med-slow
MSMEG_5903	Med-slow
MSMEG_5904	Med-slow
MSMEG_5906	Med-fast
MSMEG_5907	Med-slow
MSMEG_5908	Med-slow
MSMEG_5909	Med-fast
MSMEG_5911	Med-fast
MSMEG_5912	Med-slow
MSMEG_5913	Med-slow
MSMEG_5914	Med-fast
MSMEG_5915	Med-fast
MSMEG_5916	Med-fast
MSMEG_5918	Med-fast
MSMEG_5920	Med-fast
MSMEG_5921	Med-fast
MSMEG_5922	Med-slow
MSMEG_5923	Med-slow
MSMEG_5924	Fast
MSMEG_5925	Med-fast
MSMEG_5926	Med-slow
MSMEG_5927	Med-fast
MSMEG_5928	Med-fast
MSMEG_5929	Fast
MSMEG_5930	Med-slow
MSMEG_5934	Med-slow
MSMEG_5935	Med-slow
MSMEG_5936	Slow
MSMEG_5937	Med-slow
MSMEG_5939	Med-fast
MSMEG_5940	Med-fast
MSMEG_5941	Fast
MSMEG_5942	Med-slow
MSMEG_5947	Fast
MSMEG_5950	Fast
MSMEG_5952	Med-slow
MSMEG_5956	Fast
MSMEG_5959	Slow
MSMEG_5960	Fast
MSMEG_5961	Fast
MSMEG_5962	Fast
MSMEG_5963	Fast
MSMEG_5964	Fast
MSMEG_5966	Med-slow
MSMEG_5967	Med-fast
MSMEG_5968	Med-slow
MSMEG_5969	Fast
MSMEG_5970	Fast
MSMEG_5971	Med-fast
MSMEG_5976	Med-fast
MSMEG_5979	Slow
MSMEG_5980	Med-fast
MSMEG_5982	Slow
MSMEG_5983	Fast
MSMEG_5984	Med-slow
MSMEG_5988	Med-slow
MSMEG_5989	Slow
MSMEG_5990	Med-slow
MSMEG_5991	Med-slow
MSMEG_5992	Slow
MSMEG_5993	Slow
MSMEG_5994	Med-slow
MSMEG_5995	Fast
MSMEG_5996	Med-fast
MSMEG_5997	Med-slow
MSMEG_5998	Med-slow
MSMEG_5999	Med-slow
MSMEG_6000	Med-fast
MSMEG_6001	Med-slow
MSMEG_6002	Med-slow
MSMEG_6003	Med-fast
MSMEG_6005	Med-slow
MSMEG_6006	Med-slow
MSMEG_6008	Med-slow
MSMEG_6009	Med-fast
MSMEG_6010	Fast
MSMEG_6011	Med-slow
MSMEG_6012	Med-slow
MSMEG_6014	Med-slow
MSMEG_6015	Slow
MSMEG_6016	Slow
MSMEG_6017	Med-slow
MSMEG_6018	Med-slow
MSMEG_6020	Fast
MSMEG_6021	Med-slow
MSMEG_6022	Med-fast
MSMEG_6024	Fast
MSMEG_6025	Med-fast
MSMEG_6028	Fast
MSMEG_6029	Fast
MSMEG_6030	Med-fast
MSMEG_6031	Med-fast
MSMEG_6032	Fast
MSMEG_6035	Med-fast
MSMEG_6036	Slow
MSMEG_6037	Med-slow
MSMEG_6038	Fast
MSMEG_6039	Med-fast
MSMEG_6040	Med-slow
MSMEG_6041	Med-fast
MSMEG_6042	Fast
MSMEG_6043	Med-fast
MSMEG_6044	Fast
MSMEG_6045	Med-slow
MSMEG_6046	Med-fast
MSMEG_6047	Slow
MSMEG_6048	Med-fast
MSMEG_6049	Med-fast
MSMEG_6052	Med-fast
MSMEG_6053	Fast
MSMEG_6054	Fast
MSMEG_6058	Slow
MSMEG_6059	Med-fast
MSMEG_6060	Slow
MSMEG_6061	Fast
MSMEG_6062	Slow
MSMEG_6063	Slow
MSMEG_6064	Med-slow
MSMEG_6069	Med-slow
MSMEG_6071	Med-slow
MSMEG_6072	Med-slow
MSMEG_6073	Med-slow
MSMEG_6074	Med-fast
MSMEG_6075	Med-slow
MSMEG_6076	Med-fast
MSMEG_6077	Med-fast
MSMEG_6078	Med-fast
MSMEG_6079	Med-fast
MSMEG_6080	Med-fast
MSMEG_6081	Fast
MSMEG_6082	Med-slow
MSMEG_6085	Fast
MSMEG_6086	Med-slow
MSMEG_6087	Med-slow
MSMEG_6088	Slow
MSMEG_6089	Med-slow
MSMEG_6090	Fast
MSMEG_6091	Med-slow
MSMEG_6092	Fast
MSMEG_6094	Med-fast
MSMEG_6097	Slow
MSMEG_6098	Med-fast
MSMEG_6099	Fast
MSMEG_6100	Slow
MSMEG_6101	Med-slow
MSMEG_6102	Slow
MSMEG_6103	Slow
MSMEG_6104	Med-slow
MSMEG_6105	Med-fast
MSMEG_6106	Med-fast
MSMEG_6107	Slow
MSMEG_6108	Slow
MSMEG_6109	Fast
MSMEG_6110	Fast
MSMEG_6111	Slow
MSMEG_6112	Med-slow
MSMEG_6113	Med-fast
MSMEG_6114	Slow
MSMEG_6116	Slow
MSMEG_6120	Fast
MSMEG_6124	Med-fast
MSMEG_6125	Med-fast
MSMEG_6126	Med-fast
MSMEG_6127	Fast
MSMEG_6128	Slow
MSMEG_6129	Fast
MSMEG_6130	Med-slow
MSMEG_6131	Fast
MSMEG_6132	Slow
MSMEG_6134	Med-slow
MSMEG_6135	Med-fast
MSMEG_6136	Med-fast
MSMEG_6137	Med-slow
MSMEG_6138	Slow
MSMEG_6139	Med-slow
MSMEG_6140	Slow
MSMEG_6141	Med-fast
MSMEG_6142	Med-fast
MSMEG_6143	Slow
MSMEG_6144	Med-fast
MSMEG_6145	Fast
MSMEG_6146	Fast
MSMEG_6148	Med-fast
MSMEG_6149	Med-fast
MSMEG_6150	Med-fast
MSMEG_6151	Med-slow
MSMEG_6153	Med-fast
MSMEG_6154	Med-fast
MSMEG_6155	Med-slow
MSMEG_6156	Med-fast
MSMEG_6157	Med-fast
MSMEG_6158	Med-fast
MSMEG_6159	Med-fast
MSMEG_6160	Med-fast
MSMEG_6161	Med-fast
MSMEG_6162	Med-fast
MSMEG_6163	Med-fast
MSMEG_6166	Med-slow
MSMEG_6167	Fast
MSMEG_6172	Slow
MSMEG_6173	Fast
MSMEG_6174	Med-fast
MSMEG_6175	Med-fast
MSMEG_6176	Med-fast
MSMEG_6177	Med-slow
MSMEG_6178	Med-slow
MSMEG_6179	Slow
MSMEG_6180	Fast
MSMEG_6182	Fast
MSMEG_6183	Med-slow
MSMEG_6184	Med-slow
MSMEG_6185	Med-slow
MSMEG_6186	Med-fast
MSMEG_6187	Med-fast
MSMEG_6188	Fast
MSMEG_6189	Fast
MSMEG_6190	Slow
MSMEG_6191	Slow
MSMEG_6192	Med-fast
MSMEG_6193	Med-fast
MSMEG_6194	Med-fast
MSMEG_6195	Med-slow
MSMEG_6196	Fast
MSMEG_6197	Med-slow
MSMEG_6198	Med-fast
MSMEG_6199	Med-fast
MSMEG_6201	Med-slow
MSMEG_6202	Fast
MSMEG_6203	Med-slow
MSMEG_6206	Med-slow
MSMEG_6207	Med-fast
MSMEG_6208	Med-slow
MSMEG_6209	Fast
MSMEG_6210	Fast
MSMEG_6212	Med-fast
MSMEG_6213	Fast
MSMEG_6214	Fast
MSMEG_6215	Med-slow
MSMEG_6216	Fast
MSMEG_6217	Med-slow
MSMEG_6218	Med-slow
MSMEG_6219	Med-slow
MSMEG_6220	Med-slow
MSMEG_6221	Med-fast
MSMEG_6222	Med-slow
MSMEG_6223	Fast
MSMEG_6224	Med-slow
MSMEG_6225	Med-fast
MSMEG_6227	Med-slow
MSMEG_6228	Med-slow
MSMEG_6229	Med-fast
MSMEG_6230	Med-slow
MSMEG_6232	Med-slow
MSMEG_6233	Med-slow
MSMEG_6234	Med-fast
MSMEG_6235	Med-fast
MSMEG_6245	Fast
MSMEG_6246	Med-slow
MSMEG_6247	Med-slow
MSMEG_6248	Slow
MSMEG_6249	Med-slow
MSMEG_6250	Med-fast
MSMEG_6251	Med-fast
MSMEG_6252	Fast
MSMEG_6253	Fast
MSMEG_6254	Med-slow
MSMEG_6255	Slow
MSMEG_6256	Slow
MSMEG_6257	Med-fast
MSMEG_6258	Med-fast
MSMEG_6259	Med-slow
MSMEG_6265	Fast
MSMEG_6266	Med-slow
MSMEG_6269	Med-slow
MSMEG_6271	Fast
MSMEG_6272	Med-slow
MSMEG_6273	Med-fast
MSMEG_6274	Med-fast
MSMEG_6275	Med-fast
MSMEG_6276	Slow
MSMEG_6278	Med-fast
MSMEG_6279	Med-fast
MSMEG_6280	Fast
MSMEG_6281	Fast
MSMEG_6282	Med-fast
MSMEG_6283	Fast
MSMEG_6284	Med-fast
MSMEG_6285	Slow
MSMEG_6286	Fast
MSMEG_6288	Med-fast
MSMEG_6289	Med-slow
MSMEG_6290	Med-fast
MSMEG_6291	Fast
MSMEG_6292	Med-fast
MSMEG_6293	Med-slow
MSMEG_6294	Med-slow
MSMEG_6300	Fast
MSMEG_6301	Med-fast
MSMEG_6302	Fast
MSMEG_6303	Med-fast
MSMEG_6306	Med-fast
MSMEG_6307	Slow
MSMEG_6308	Slow
MSMEG_6310	Med-fast
MSMEG_6312	Med-fast
MSMEG_6313	Med-slow
MSMEG_6314	Med-fast
MSMEG_6315	Med-slow
MSMEG_6317	Med-slow
MSMEG_6318	Med-slow
MSMEG_6319	Med-slow
MSMEG_6320	Med-fast
MSMEG_6321	Med-slow
MSMEG_6322	Med-fast
MSMEG_6325	Med-slow
MSMEG_6327	Fast
MSMEG_6328	Med-fast
MSMEG_6329	Med-fast
MSMEG_6330	Med-slow
MSMEG_6331	Fast
MSMEG_6336	Fast
MSMEG_6337	Med-fast
MSMEG_6338	Med-slow
MSMEG_6339	Slow
MSMEG_6340	Med-fast
MSMEG_6341	Slow
MSMEG_6342	Med-fast
MSMEG_6343	Fast
MSMEG_6344	Fast
MSMEG_6345	Fast
MSMEG_6346	Med-fast
MSMEG_6347	Med-fast
MSMEG_6351	Fast
MSMEG_6352	Fast
MSMEG_6353	Med-slow
MSMEG_6354	Med-slow
MSMEG_6355	Slow
MSMEG_6356	Fast
MSMEG_6358	Med-fast
MSMEG_6361	Med-fast
MSMEG_6362	Med-slow
MSMEG_6363	Med-slow
MSMEG_6365	Med-slow
MSMEG_6367	Slow
MSMEG_6369	Slow
MSMEG_6371	Med-slow
MSMEG_6372	Med-fast
MSMEG_6374	Fast
MSMEG_6375	Med-slow
MSMEG_6378	Med-slow
MSMEG_6379	Med-fast
MSMEG_6380	Med-fast
MSMEG_6381	Fast
MSMEG_6382	Med-slow
MSMEG_6383	Med-slow
MSMEG_6384	Slow
MSMEG_6385	Med-slow
MSMEG_6386	Slow
MSMEG_6387	Slow
MSMEG_6388	Slow
MSMEG_6389	Slow
MSMEG_6390	Med-slow
MSMEG_6391	Slow
MSMEG_6392	Slow
MSMEG_6393	Fast
MSMEG_6394	Med-fast
MSMEG_6395	Fast
MSMEG_6397	Slow
MSMEG_6399	Fast
MSMEG_6400	Slow
MSMEG_6401	Med-slow
MSMEG_6402	Slow
MSMEG_6403	Med-slow
MSMEG_6404	Med-fast
MSMEG_6405	Med-fast
MSMEG_6406	Med-fast
MSMEG_6407	Med-slow
MSMEG_6408	Med-fast
MSMEG_6409	Med-fast
MSMEG_6410	Fast
MSMEG_6411	Med-slow
MSMEG_6412	Slow
MSMEG_6413	Fast
MSMEG_6414	Fast
MSMEG_6415	Fast
MSMEG_6416	Med-fast
MSMEG_6417	Fast
MSMEG_6418	Med-fast
MSMEG_6420	Med-slow
MSMEG_6421	Med-slow
MSMEG_6422	Fast
MSMEG_6423	Med-slow
MSMEG_6424	Med-fast
MSMEG_6425	Fast
MSMEG_6426	Fast
MSMEG_6428	Med-fast
MSMEG_6430	Med-slow
MSMEG_6431	Fast
MSMEG_6432	Med-fast
MSMEG_6433	Fast
MSMEG_6434	Med-fast
MSMEG_6435	Med-slow
MSMEG_6436	Slow
MSMEG_6438	Med-slow
MSMEG_6439	Fast
MSMEG_6440	Med-slow
MSMEG_6441	Fast
MSMEG_6442	Med-slow
MSMEG_6443	Fast
MSMEG_6445	Med-fast
MSMEG_6446	Med-slow
MSMEG_6447	Fast
MSMEG_6450	Med-slow
MSMEG_6452	Slow
MSMEG_6454	Med-fast
MSMEG_6455	Fast
MSMEG_6456	Fast
MSMEG_6457	Med-fast
MSMEG_6459	Slow
MSMEG_6461	Med-slow
MSMEG_6462	Med-fast
MSMEG_6463	Med-fast
MSMEG_6464	Med-slow
MSMEG_6465	Slow
MSMEG_6466	Med-fast
MSMEG_6467	Med-fast
MSMEG_6468	Slow
MSMEG_6469	Med-fast
MSMEG_6471	Slow
MSMEG_6473	Fast
MSMEG_6474	Med-fast
MSMEG_6475	Fast
MSMEG_6476	Med-fast
MSMEG_6477	Med-fast
MSMEG_6478	Fast
MSMEG_6479	Fast
MSMEG_6480	Fast
MSMEG_6481	Slow
MSMEG_6482	Med-slow
MSMEG_6483	Slow
MSMEG_6484	Med-slow
MSMEG_6485	Med-slow
MSMEG_6486	Med-slow
MSMEG_6487	Med-slow
MSMEG_6492	Slow
MSMEG_6497	Fast
MSMEG_6499	Med-fast
MSMEG_6501	Med-slow
MSMEG_6502	Slow
MSMEG_6503	Med-fast
MSMEG_6504	Slow
MSMEG_6506	Med-fast
MSMEG_6507	Med-fast
MSMEG_6508	Med-fast
MSMEG_6510	Med-slow
MSMEG_6511	Med-fast
MSMEG_6512	Med-slow
MSMEG_6513	Slow
MSMEG_6514	Slow
MSMEG_6515	Med-slow
MSMEG_6518	Fast
MSMEG_6519	Fast
MSMEG_6520	Med-fast
MSMEG_6522	Slow
MSMEG_6524	Slow
MSMEG_6525	Med-slow
MSMEG_6526	Fast
MSMEG_6532	Fast
MSMEG_6533	Med-fast
MSMEG_6535	Med-fast
MSMEG_6537	Fast
MSMEG_6538	Med-fast
MSMEG_6539	Slow
MSMEG_6540	Med-slow
MSMEG_6541	Fast
MSMEG_6542	Fast
MSMEG_6544	Fast
MSMEG_6545	Med-fast
MSMEG_6546	Med-fast
MSMEG_6547	Med-fast
MSMEG_6548	Fast
MSMEG_6555	Med-slow
MSMEG_6556	Fast
MSMEG_6557	Fast
MSMEG_6558	Fast
MSMEG_6559	Fast
MSMEG_6562	Med-slow
MSMEG_6563	Med-fast
MSMEG_6564	Fast
MSMEG_6565	Med-fast
MSMEG_6566	Med-slow
MSMEG_6571	Fast
MSMEG_6574	Med-fast
MSMEG_6575	Med-fast
MSMEG_6577	Med-slow
MSMEG_6578	Fast
MSMEG_6580	Fast
MSMEG_6581	Med-fast
MSMEG_6583	Fast
MSMEG_6586	Slow
MSMEG_6587	Med-fast
MSMEG_6588	Fast
MSMEG_6589	Fast
MSMEG_6590	Fast
MSMEG_6591	Slow
MSMEG_6592	Med-fast
MSMEG_6594	Slow
MSMEG_6595	Med-slow
MSMEG_6596	Med-slow
MSMEG_6597	Slow
MSMEG_6600	Med-slow
MSMEG_6601	Fast
MSMEG_6602	Slow
MSMEG_6604	Slow
MSMEG_6605	Fast
MSMEG_6607	Slow
MSMEG_6608	Slow
MSMEG_6609	Med-slow
MSMEG_6610	Med-slow
MSMEG_6612	Med-fast
MSMEG_6613	Med-fast
MSMEG_6614	Med-slow
MSMEG_6615	Med-slow
MSMEG_6616	Med-slow
MSMEG_6617	Med-slow
MSMEG_6618	Med-slow
MSMEG_6620	Med-fast
MSMEG_6621	Med-fast
MSMEG_6622	Med-slow
MSMEG_6626	Slow
MSMEG_6627	Fast
MSMEG_6628	Med-fast
MSMEG_6630	Med-fast
MSMEG_6633	Med-slow
MSMEG_6635	Med-fast
MSMEG_6636	Med-fast
MSMEG_6638	Slow
MSMEG_6639	Med-fast
MSMEG_6641	Fast
MSMEG_6643	Med-fast
MSMEG_6645	Med-slow
MSMEG_6648	Fast
MSMEG_6649	Slow
MSMEG_6650	Fast
MSMEG_6654	Fast
MSMEG_6655	Med-slow
MSMEG_6656	Fast
MSMEG_6657	Fast
MSMEG_6660	Slow
MSMEG_6661	Fast
MSMEG_6662	Fast
MSMEG_6663	Med-fast
MSMEG_6664	Med-slow
MSMEG_6665	Med-slow
MSMEG_6666	Fast
MSMEG_6668	Fast
MSMEG_6673	Med-slow
MSMEG_6674	Med-slow
MSMEG_6676	Med-fast
MSMEG_6677	Fast
MSMEG_6678	Med-slow
MSMEG_6684	Fast
MSMEG_6685	Med-slow
MSMEG_6686	Med-fast
MSMEG_6687	Med-fast
MSMEG_6688	Med-fast
MSMEG_6689	Med-slow
MSMEG_6690	Med-fast
MSMEG_6696	Med-slow
MSMEG_6697	Med-fast
MSMEG_6698	Med-fast
MSMEG_6699	Med-fast
MSMEG_6700	Slow
MSMEG_6703	Med-fast
MSMEG_6705	Fast
MSMEG_6710	Med-slow
MSMEG_6711	Med-fast
MSMEG_6716	Med-fast
MSMEG_6718	Slow
MSMEG_6720	Med-slow
MSMEG_6722	Med-fast
MSMEG_6725	Slow
MSMEG_6726	Med-slow
MSMEG_6727	Med-slow
MSMEG_6728	Med-slow
MSMEG_6729	Med-fast
MSMEG_6730	Med-fast
MSMEG_6731	Fast
MSMEG_6732	Med-slow
MSMEG_6733	Med-slow
MSMEG_6735	Med-slow
MSMEG_6737	Fast
MSMEG_6738	Fast
MSMEG_6739	Med-fast
MSMEG_6740	Med-slow
MSMEG_6741	Med-fast
MSMEG_6742	Fast
MSMEG_6743	Slow
MSMEG_6744	Slow
MSMEG_6745	Fast
MSMEG_6746	Med-fast
MSMEG_6747	Fast
MSMEG_6748	Med-fast
MSMEG_6749	Med-fast
MSMEG_6750	Med-slow
MSMEG_6753	Med-fast
MSMEG_6755	Slow
MSMEG_6756	Med-fast
MSMEG_6757	Med-fast
MSMEG_6758	Med-slow
MSMEG_6759	Slow
MSMEG_6760	Med-fast
MSMEG_6761	Slow
MSMEG_6762	Med-slow
MSMEG_6764	Fast
MSMEG_6767	Med-slow
MSMEG_6768	Med-slow
MSMEG_6772	Med-slow
MSMEG_6773	Med-slow
MSMEG_6776	Fast
MSMEG_6777	Fast
MSMEG_6778	Fast
MSMEG_6779	Fast
MSMEG_6780	Fast
MSMEG_6781	Med-slow
MSMEG_6783	Med-fast
MSMEG_6784	Med-fast
MSMEG_6785	Med-slow
MSMEG_6788	Med-fast
MSMEG_6789	Slow
MSMEG_6793	Med-slow
MSMEG_6794	Med-fast
MSMEG_6798	Slow
MSMEG_6800	Med-slow
MSMEG_6801	Slow
MSMEG_6802	Med-slow
MSMEG_6803	Med-slow
MSMEG_6804	Med-fast
MSMEG_6805	Med-fast
MSMEG_6806	Med-slow
MSMEG_6807	Med-fast
MSMEG_6811	Fast
MSMEG_6815	Fast
MSMEG_6816	Med-fast
MSMEG_6817	Med-fast
MSMEG_6818	Med-fast
MSMEG_6821	Med-fast
MSMEG_6822	Med-slow
MSMEG_6828	Med-slow
MSMEG_6829	Fast
MSMEG_6830	Fast
MSMEG_6839	Med-fast
MSMEG_6840	Med-fast
MSMEG_6842	Fast
MSMEG_6843	Med-fast
MSMEG_6844	Fast
MSMEG_6848	Med-slow
MSMEG_6852	Med-slow
MSMEG_6856	Med-fast
MSMEG_6857	Med-slow
MSMEG_6858	Med-slow
MSMEG_6859	Med-fast
MSMEG_6860	Fast
MSMEG_6863	Med-fast
MSMEG_6864	Fast
MSMEG_6865	Fast
MSMEG_6871	Slow
MSMEG_6874	Med-slow
MSMEG_6875	Med-slow
MSMEG_6876	Med-fast
MSMEG_6878	Med-slow
MSMEG_6879	Med-fast
MSMEG_6880	Med-slow
MSMEG_6881	Fast
MSMEG_6882	Fast
MSMEG_6884	Fast
MSMEG_6886	Fast
MSMEG_6888	Fast
MSMEG_6892	Med-slow
MSMEG_6898	Med-slow
MSMEG_6899	Slow
MSMEG_6900	Med-fast
MSMEG_6901	Fast
MSMEG_6902	Med-fast
MSMEG_6903	Slow
MSMEG_6906	Med-slow
MSMEG_6907	Fast
MSMEG_6908	Med-fast
MSMEG_6909	Fast
MSMEG_6911	Med-fast
MSMEG_6913	Med-fast
MSMEG_6914	Med-fast
MSMEG_6916	Fast
MSMEG_6917	Med-fast
MSMEG_6919	Med-fast
MSMEG_6920	Med-fast
MSMEG_6921	Fast
MSMEG_6922	Fast
MSMEG_6923	Med-slow
MSMEG_6925	Med-fast
MSMEG_6926	Med-fast
MSMEG_6927	Med-fast
MSMEG_6928	Med-slow
MSMEG_6929	Med-slow
MSMEG_6931	Med-slow
MSMEG_6932	Med-fast
MSMEG_6933	Med-fast
MSMEG_6934	Med-slow
MSMEG_6935	Med-fast
MSMEG_6936	Fast
MSMEG_6938	Med-fast
MSMEG_6939	Med-fast
MSMEG_6940	Med-slow
MSMEG_6942	Slow
MSMEG_6945	Slow
MSMEG_6946	Fast
MSMEG_6947	Slow
VBIMycSme59918_0035	Med-slow
VBIMycSme59918_0071	Med-fast
VBIMycSme59918_0195	Med-fast
VBIMycSme59918_0307	Med-slow
VBIMycSme59918_0486	Fast
VBIMycSme59918_0517	Med-fast
VBIMycSme59918_0518	Med-fast
VBIMycSme59918_0627	Med-slow
VBIMycSme59918_0649	Med-fast
VBIMycSme59918_0690	Med-fast
