gene	Pattern_cls_logPhase
MSMEG_5763	Med-fast
MSMEG_5764	Slow
MSMEG_5766	Med-fast
MSMEG_5767	Fast
MSMEG_5768	Med-fast
MSMEG_5769	Med-fast
MSMEG_5770	Med-fast
MSMEG_5771	Med-fast
MSMEG_5772	Slow
MSMEG_5773	Slow
MSMEG_5774	Med-fast
MSMEG_5775	Fast
MSMEG_5776	Fast
MSMEG_5777	Slow
MSMEG_5778	Med-fast
MSMEG_5779	Med-fast
MSMEG_5780	Med-fast
MSMEG_5781	Slow
MSMEG_5782	Med-fast
MSMEG_5784	Fast
MSMEG_5785	Fast
MSMEG_5786	Fast
MSMEG_5788	Fast
MSMEG_5789	Med-fast
MSMEG_5791	Fast
MSMEG_5792	Fast
MSMEG_5793	Fast
MSMEG_5794	Med-fast
MSMEG_5795	Med-fast
MSMEG_5796	Med-fast
MSMEG_5797	Fast
MSMEG_5798	Fast
MSMEG_5799	Slow
MSMEG_5800	Fast
MSMEG_5801	Med-slow
MSMEG_5802	Med-slow
MSMEG_5803	Med-fast
MSMEG_5804	Med-fast
MSMEG_5805	Fast
MSMEG_5807	Med-slow
MSMEG_5810	Slow
MSMEG_5811	Fast
MSMEG_5814	Fast
MSMEG_5816	Med-fast
MSMEG_5817	Med-fast
MSMEG_5818	Med-fast
MSMEG_5820	Slow
MSMEG_5822	Med-fast
MSMEG_5823	Med-fast
MSMEG_5824	Fast
MSMEG_5825	Med-slow
MSMEG_5826	Slow
MSMEG_5827	Med-fast
MSMEG_5828	Med-fast
MSMEG_5829	Fast
MSMEG_5830	Med-fast
MSMEG_5831	Fast
MSMEG_5832	Fast
MSMEG_5834	Slow
MSMEG_5835	Med-fast
MSMEG_5836	Med-fast
MSMEG_5837	Slow
MSMEG_5838	Slow
MSMEG_5839	Med-fast
MSMEG_5840	Slow
MSMEG_5841	Med-fast
MSMEG_5842	Fast
MSMEG_5843	Med-fast
MSMEG_5844	Med-fast
MSMEG_5845	Fast
MSMEG_5846	Fast
MSMEG_5847	Fast
MSMEG_5848	Fast
MSMEG_5849	Med-fast
MSMEG_5850	Med-slow
MSMEG_5851	Med-slow
MSMEG_5852	Med-fast
MSMEG_5854	Med-fast
MSMEG_5855	Slow
MSMEG_5856	Med-fast
MSMEG_5857	Slow
MSMEG_5858	Slow
MSMEG_5859	Med-fast
MSMEG_5862	Med-fast
MSMEG_5863	Med-fast
MSMEG_5865	Med-fast
MSMEG_5866	Slow
MSMEG_5867	Med-fast
MSMEG_5868	Fast
MSMEG_5870	Med-fast
MSMEG_5871	Med-fast
MSMEG_5872	Med-fast
MSMEG_5873	Med-slow
MSMEG_5875	Fast
MSMEG_5877	Med-fast
MSMEG_5878	Med-fast
MSMEG_5879	Med-fast
MSMEG_5880	Med-fast
MSMEG_5881	Med-fast
MSMEG_5882	Slow
MSMEG_5884	Slow
MSMEG_5885	Med-fast
MSMEG_5886	Med-fast
MSMEG_5887	Med-fast
MSMEG_5888	Fast
MSMEG_5889	Slow
MSMEG_5890	Med-fast
MSMEG_5891	Slow
MSMEG_5892	Med-fast
MSMEG_5893	Slow
MSMEG_5894	Slow
MSMEG_5898	Slow
MSMEG_5899	Med-fast
MSMEG_5900	Fast
MSMEG_5901	Fast
MSMEG_5902	Fast
MSMEG_5903	Slow
MSMEG_5906	Slow
MSMEG_5907	Med-fast
MSMEG_5908	Slow
MSMEG_5911	Slow
MSMEG_5912	Med-fast
MSMEG_5913	Med-fast
MSMEG_5914	Med-fast
MSMEG_5915	Med-fast
MSMEG_5916	Slow
MSMEG_5917	Med-slow
MSMEG_5918	Fast
MSMEG_5919	Med-fast
MSMEG_5920	Med-fast
MSMEG_5921	Slow
MSMEG_5922	Slow
MSMEG_5923	Slow
MSMEG_5924	Med-fast
MSMEG_5925	Fast
MSMEG_5926	Med-fast
MSMEG_5927	Fast
MSMEG_5928	Med-fast
MSMEG_5929	Med-fast
MSMEG_5930	Med-fast
MSMEG_5931	Med-fast
MSMEG_5934	Fast
MSMEG_5935	Med-fast
MSMEG_5936	Slow
MSMEG_5937	Med-fast
MSMEG_5938	Med-slow
MSMEG_5939	Med-fast
MSMEG_5940	Med-fast
MSMEG_5941	Fast
MSMEG_5942	Med-slow
MSMEG_5943	Med-fast
MSMEG_5944	Fast
MSMEG_5946	Med-fast
MSMEG_5947	Fast
MSMEG_5948	Fast
MSMEG_5956	Fast
MSMEG_5959	Slow
MSMEG_5961	Slow
MSMEG_5962	Slow
MSMEG_5963	Med-fast
MSMEG_5965	Fast
MSMEG_5966	Slow
MSMEG_5968	Fast
MSMEG_5969	Fast
MSMEG_5975	Med-fast
MSMEG_5976	Slow
MSMEG_5979	Slow
MSMEG_5981	Med-fast
MSMEG_5987	Med-fast
MSMEG_5988	Fast
MSMEG_5989	Med-slow
MSMEG_5990	Slow
MSMEG_5994	Med-slow
MSMEG_5995	Med-fast
MSMEG_5996	Slow
MSMEG_5997	Fast
MSMEG_5999	Slow
MSMEG_6004	Med-fast
MSMEG_6005	Slow
MSMEG_6006	Med-fast
MSMEG_6008	Med-fast
MSMEG_6009	Med-fast
MSMEG_6011	Med-fast
MSMEG_6012	Med-fast
MSMEG_6014	Fast
MSMEG_6015	Med-fast
MSMEG_6016	Slow
MSMEG_6017	Med-fast
MSMEG_6019	Med-fast
MSMEG_6022	Med-slow
MSMEG_6024	Med-fast
MSMEG_6025	Med-fast
MSMEG_6026	Med-fast
MSMEG_6027	Fast
MSMEG_6029	Fast
MSMEG_6030	Slow
MSMEG_6032	Med-fast
MSMEG_6035	Med-fast
MSMEG_6036	Med-fast
MSMEG_6037	Med-fast
MSMEG_6038	Med-fast
MSMEG_6039	Med-fast
MSMEG_6040	Fast
MSMEG_6041	Med-fast
MSMEG_6042	Med-fast
MSMEG_6043	Fast
MSMEG_6044	Med-fast
MSMEG_6045	Fast
MSMEG_6046	Fast
MSMEG_6047	Fast
MSMEG_6048	Med-fast
MSMEG_6049	Slow
MSMEG_6050	Med-fast
MSMEG_6053	Med-fast
MSMEG_6054	Fast
MSMEG_6058	Med-slow
MSMEG_6059	Med-fast
MSMEG_6060	Med-slow
MSMEG_6061	Med-fast
MSMEG_6062	Med-fast
MSMEG_6063	Med-fast
MSMEG_6064	Med-slow
MSMEG_6071	Med-fast
MSMEG_6072	Med-fast
MSMEG_6073	Fast
MSMEG_6074	Med-fast
MSMEG_6075	Med-fast
MSMEG_6076	Med-fast
MSMEG_6077	Med-fast
MSMEG_6078	Med-fast
MSMEG_6079	Med-fast
MSMEG_6080	Fast
MSMEG_6081	Slow
MSMEG_6082	Med-fast
MSMEG_6083	Fast
MSMEG_6085	Med-fast
MSMEG_6086	Med-fast
MSMEG_6087	Fast
MSMEG_6088	Slow
MSMEG_6089	Slow
MSMEG_6090	Slow
MSMEG_6091	Med-fast
MSMEG_6092	Med-fast
MSMEG_6093	Med-fast
MSMEG_6094	Med-fast
MSMEG_6095	Med-fast
MSMEG_6096	Med-fast
MSMEG_6097	Fast
MSMEG_6098	Fast
MSMEG_6099	Med-fast
MSMEG_6101	Slow
MSMEG_6102	Slow
MSMEG_6103	Med-fast
MSMEG_6104	Med-fast
MSMEG_6105	Fast
MSMEG_6106	Med-fast
MSMEG_6107	Med-fast
MSMEG_6108	Med-fast
MSMEG_6109	Med-fast
MSMEG_6110	Med-fast
MSMEG_6111	Med-fast
MSMEG_6112	Fast
MSMEG_6113	Med-fast
MSMEG_6114	Med-fast
MSMEG_6116	Med-fast
MSMEG_6117	Slow
MSMEG_6118	Med-fast
MSMEG_6119	Slow
MSMEG_6121	Slow
MSMEG_6123	Med-fast
MSMEG_6125	Med-fast
MSMEG_6126	Med-fast
MSMEG_6127	Fast
MSMEG_6128	Med-fast
MSMEG_6129	Fast
MSMEG_6130	Fast
MSMEG_6131	Fast
MSMEG_6132	Slow
MSMEG_6133	Med-fast
MSMEG_6134	Med-fast
MSMEG_6135	Fast
MSMEG_6136	Fast
MSMEG_6137	Slow
MSMEG_6138	Slow
MSMEG_6139	Fast
MSMEG_6141	Fast
MSMEG_6142	Fast
MSMEG_6143	Fast
MSMEG_6145	Fast
MSMEG_6146	Fast
MSMEG_6148	Med-fast
MSMEG_6149	Med-fast
MSMEG_6150	Slow
MSMEG_6151	Med-fast
MSMEG_6153	Med-fast
MSMEG_6154	Med-fast
MSMEG_6155	Med-fast
MSMEG_6156	Med-fast
MSMEG_6157	Fast
MSMEG_6158	Med-fast
MSMEG_6160	Fast
MSMEG_6161	Med-fast
MSMEG_6162	Med-fast
MSMEG_6163	Med-fast
MSMEG_6164	Slow
MSMEG_6165	Med-fast
MSMEG_6166	Fast
MSMEG_6168	Slow
MSMEG_6169	Med-fast
MSMEG_6170	Fast
MSMEG_6171	Slow
MSMEG_6173	Med-slow
MSMEG_6174	Med-fast
MSMEG_6176	Med-fast
MSMEG_6177	Med-fast
MSMEG_6178	Slow
MSMEG_6179	Med-fast
MSMEG_6180	Med-fast
MSMEG_6182	Fast
MSMEG_6183	Med-fast
MSMEG_6184	Med-fast
MSMEG_6185	Fast
MSMEG_6186	Fast
MSMEG_6187	Fast
MSMEG_6188	Fast
MSMEG_6189	Med-fast
MSMEG_6190	Slow
MSMEG_6191	Slow
MSMEG_6192	Slow
MSMEG_6193	Fast
MSMEG_6194	Med-fast
MSMEG_6195	Fast
MSMEG_6196	Slow
MSMEG_6197	Fast
MSMEG_6198	Med-fast
MSMEG_6199	Med-fast
MSMEG_6201	Med-fast
MSMEG_6202	Med-fast
MSMEG_6203	Fast
MSMEG_6206	Med-fast
MSMEG_6207	Fast
MSMEG_6208	Med-slow
MSMEG_6210	Med-fast
MSMEG_6215	Med-fast
MSMEG_6216	Med-fast
MSMEG_6217	Fast
MSMEG_6218	Fast
MSMEG_6219	Slow
MSMEG_6221	Med-fast
MSMEG_6222	Med-fast
MSMEG_6223	Fast
MSMEG_6225	Med-fast
MSMEG_6227	Slow
MSMEG_6228	Med-fast
MSMEG_6229	Med-fast
MSMEG_6231	Fast
MSMEG_6234	Fast
MSMEG_6235	Slow
MSMEG_6236	Med-fast
MSMEG_6237	Fast
MSMEG_6238	Fast
MSMEG_6239	Med-fast
MSMEG_6240	Slow
MSMEG_6241	Med-fast
MSMEG_6242	Slow
MSMEG_6243	Slow
MSMEG_6245	Slow
MSMEG_6249	Med-fast
MSMEG_6250	Med-fast
MSMEG_6251	Med-fast
MSMEG_6253	Fast
MSMEG_6254	Slow
MSMEG_6255	Fast
MSMEG_6256	Fast
MSMEG_6257	Fast
MSMEG_6258	Med-fast
MSMEG_6259	Med-fast
MSMEG_6260	Med-fast
MSMEG_6262	Slow
MSMEG_6265	Med-fast
MSMEG_6268	Med-fast
MSMEG_6269	Med-slow
MSMEG_6270	Fast
MSMEG_6271	Fast
MSMEG_6272	Med-fast
MSMEG_6275	Med-fast
MSMEG_6276	Med-fast
MSMEG_6277	Fast
MSMEG_6278	Med-fast
MSMEG_6279	Med-fast
MSMEG_6280	Med-fast
MSMEG_6281	Med-fast
MSMEG_6282	Med-fast
MSMEG_6283	Fast
MSMEG_6284	Med-fast
MSMEG_6285	Fast
MSMEG_6286	Fast
MSMEG_6288	Fast
MSMEG_6289	Fast
MSMEG_6290	Fast
MSMEG_6291	Fast
MSMEG_6292	Slow
MSMEG_6293	Med-fast
MSMEG_6294	Med-fast
MSMEG_6297	Med-fast
MSMEG_6299	Med-fast
MSMEG_6300	Med-fast
MSMEG_6301	Fast
MSMEG_6302	Fast
MSMEG_6303	Med-slow
MSMEG_6306	Med-fast
MSMEG_6307	Med-fast
MSMEG_6309	Med-fast
MSMEG_6310	Med-fast
MSMEG_6311	Fast
MSMEG_6312	Fast
MSMEG_6313	Fast
MSMEG_6315	Fast
MSMEG_6316	Slow
MSMEG_6317	Med-fast
MSMEG_6318	Slow
MSMEG_6319	Med-fast
MSMEG_6320	Med-fast
MSMEG_6321	Med-fast
MSMEG_6324	Med-slow
MSMEG_6325	Slow
MSMEG_6327	Med-fast
MSMEG_6328	Med-fast
MSMEG_6329	Med-fast
MSMEG_6330	Med-fast
MSMEG_6331	Slow
MSMEG_6336	Med-fast
MSMEG_6337	Fast
MSMEG_6338	Med-fast
MSMEG_6339	Med-fast
MSMEG_6340	Med-fast
MSMEG_6341	Med-fast
MSMEG_6342	Med-fast
MSMEG_6343	Fast
MSMEG_6344	Med-fast
MSMEG_6345	Slow
MSMEG_6346	Slow
MSMEG_6347	Med-fast
MSMEG_6351	Fast
MSMEG_6352	Fast
MSMEG_6353	Fast
MSMEG_6354	Med-fast
MSMEG_6356	Fast
MSMEG_6358	Med-fast
MSMEG_6359	Med-fast
MSMEG_6361	Fast
MSMEG_6362	Med-fast
MSMEG_6363	Med-fast
MSMEG_6365	Slow
MSMEG_6366	Slow
MSMEG_6367	Med-fast
MSMEG_6369	Med-fast
MSMEG_6370	Med-fast
MSMEG_6371	Med-fast
MSMEG_6372	Med-fast
MSMEG_6374	Slow
MSMEG_6375	Slow
MSMEG_6376	Fast
MSMEG_6381	Fast
MSMEG_6382	Fast
MSMEG_6383	Med-fast
MSMEG_6385	Fast
MSMEG_6386	Fast
MSMEG_6387	Slow
MSMEG_6388	Med-fast
MSMEG_6393	Fast
MSMEG_6394	Med-fast
MSMEG_6395	Med-fast
MSMEG_6396	Med-fast
MSMEG_6397	Slow
MSMEG_6398	Slow
MSMEG_6399	Slow
MSMEG_6400	Slow
MSMEG_6401	Slow
MSMEG_6402	Slow
MSMEG_6403	Fast
MSMEG_6404	Fast
MSMEG_6405	Slow
MSMEG_6406	Fast
MSMEG_6407	Fast
MSMEG_6408	Fast
MSMEG_6409	Fast
MSMEG_6410	Med-fast
MSMEG_6411	Fast
MSMEG_6412	Med-fast
MSMEG_6413	Fast
MSMEG_6414	Fast
MSMEG_6415	Fast
MSMEG_6416	Fast
MSMEG_6418	Med-fast
MSMEG_6420	Med-fast
MSMEG_6421	Med-fast
MSMEG_6423	Fast
MSMEG_6424	Fast
MSMEG_6425	Fast
MSMEG_6426	Med-fast
MSMEG_6427	Slow
MSMEG_6428	Med-slow
MSMEG_6430	Med-fast
MSMEG_6431	Med-fast
MSMEG_6432	Med-fast
MSMEG_6433	Med-fast
MSMEG_6434	Fast
MSMEG_6435	Fast
MSMEG_6436	Med-fast
MSMEG_6437	Slow
MSMEG_6438	Med-fast
MSMEG_6439	Med-fast
MSMEG_6440	Med-fast
MSMEG_6443	Fast
MSMEG_6445	Fast
MSMEG_6446	Med-fast
MSMEG_6447	Slow
MSMEG_6449	Fast
MSMEG_6450	Fast
MSMEG_6451	Med-fast
MSMEG_6452	Slow
MSMEG_6453	Med-fast
MSMEG_6454	Med-fast
MSMEG_6455	Slow
MSMEG_6456	Med-fast
MSMEG_6457	Med-fast
MSMEG_6459	Med-fast
MSMEG_6461	Slow
MSMEG_6462	Med-fast
MSMEG_6463	Med-fast
MSMEG_6464	Fast
MSMEG_6465	Fast
MSMEG_6466	Med-fast
MSMEG_6468	Slow
MSMEG_6471	Med-fast
MSMEG_6473	Fast
MSMEG_6474	Fast
MSMEG_6475	Fast
MSMEG_6476	Med-fast
MSMEG_6477	Slow
MSMEG_6478	Fast
MSMEG_6479	Med-fast
MSMEG_6480	Med-fast
MSMEG_6481	Med-fast
MSMEG_6482	Med-fast
MSMEG_6483	Fast
MSMEG_6484	Fast
MSMEG_6485	Med-slow
MSMEG_6486	Med-fast
MSMEG_6487	Slow
MSMEG_6491	Med-fast
MSMEG_6492	Fast
MSMEG_6497	Med-fast
MSMEG_6500	Med-slow
MSMEG_6501	Med-fast
MSMEG_6502	Slow
MSMEG_6503	Fast
MSMEG_6505	Med-slow
MSMEG_6506	Med-fast
MSMEG_6507	Med-fast
MSMEG_6508	Med-fast
MSMEG_6509	Slow
MSMEG_6510	Med-fast
MSMEG_6511	Med-fast
MSMEG_6512	Med-fast
MSMEG_6513	Slow
MSMEG_6514	Fast
MSMEG_6515	Fast
MSMEG_6518	Fast
MSMEG_6519	Fast
MSMEG_6520	Fast
MSMEG_6521	Slow
MSMEG_6522	Med-fast
MSMEG_6523	Slow
MSMEG_6524	Med-fast
MSMEG_6525	Med-slow
MSMEG_6527	Fast
MSMEG_6528	Med-slow
MSMEG_6529	Med-fast
MSMEG_6532	Med-fast
MSMEG_6533	Slow
MSMEG_6535	Fast
MSMEG_6538	Med-fast
MSMEG_6539	Slow
MSMEG_6540	Fast
MSMEG_6541	Med-fast
MSMEG_6542	Med-fast
MSMEG_6544	Fast
MSMEG_6545	Fast
MSMEG_6546	Med-slow
MSMEG_6547	Med-fast
MSMEG_6552	Slow
MSMEG_6553	Slow
MSMEG_6554	Med-fast
MSMEG_6555	Med-fast
MSMEG_6556	Fast
MSMEG_6557	Med-fast
MSMEG_6558	Med-fast
MSMEG_6559	Slow
MSMEG_6561	Slow
MSMEG_6562	Fast
MSMEG_6563	Med-fast
MSMEG_6564	Fast
MSMEG_6565	Med-fast
MSMEG_6566	Med-slow
MSMEG_6567	Slow
MSMEG_6568	Fast
MSMEG_6569	Slow
MSMEG_6570	Med-fast
MSMEG_6571	Med-fast
MSMEG_6573	Med-fast
MSMEG_6574	Med-fast
MSMEG_6575	Med-fast
MSMEG_6577	Med-fast
MSMEG_6580	Fast
MSMEG_6581	Med-fast
MSMEG_6582	Med-fast
MSMEG_6583	Fast
MSMEG_6584	Med-slow
MSMEG_6585	Med-fast
MSMEG_6586	Med-fast
MSMEG_6587	Med-fast
MSMEG_6588	Fast
MSMEG_6590	Fast
MSMEG_6591	Slow
MSMEG_6592	Fast
MSMEG_6593	Med-fast
MSMEG_6594	Med-fast
MSMEG_6595	Fast
MSMEG_6596	Fast
MSMEG_6597	Med-fast
MSMEG_6598	Fast
MSMEG_6600	Med-slow
MSMEG_6601	Med-fast
MSMEG_6602	Med-fast
MSMEG_6603	Med-fast
MSMEG_6604	Slow
MSMEG_6605	Med-fast
MSMEG_6612	Slow
MSMEG_6614	Med-fast
MSMEG_6616	Slow
MSMEG_6617	Fast
MSMEG_6618	Fast
MSMEG_6620	Fast
MSMEG_6621	Med-fast
MSMEG_6622	Med-fast
MSMEG_6623	Slow
MSMEG_6624	Slow
MSMEG_6625	Med-fast
MSMEG_6627	Med-fast
MSMEG_6628	Fast
MSMEG_6630	Slow
MSMEG_6634	Slow
MSMEG_6635	Med-fast
MSMEG_6636	Slow
MSMEG_6637	Fast
MSMEG_6638	Med-fast
MSMEG_6639	Slow
MSMEG_6641	Fast
MSMEG_6642	Fast
MSMEG_6643	Fast
MSMEG_6644	Med-fast
MSMEG_6646	Slow
MSMEG_6647	Med-fast
MSMEG_6648	Med-fast
MSMEG_6649	Fast
MSMEG_6654	Fast
MSMEG_6655	Med-fast
MSMEG_6656	Fast
MSMEG_6660	Med-fast
MSMEG_6661	Med-fast
MSMEG_6662	Med-fast
MSMEG_6673	Med-fast
MSMEG_6676	Slow
MSMEG_6677	Med-fast
MSMEG_6678	Med-fast
MSMEG_6684	Slow
MSMEG_6685	Med-fast
MSMEG_6686	Med-fast
MSMEG_6687	Slow
MSMEG_6688	Fast
MSMEG_6689	Slow
MSMEG_6690	Med-fast
MSMEG_6691	Slow
MSMEG_6695	Slow
MSMEG_6697	Med-fast
MSMEG_6698	Med-fast
MSMEG_6699	Fast
MSMEG_6700	Med-fast
MSMEG_6702	Fast
MSMEG_6703	Fast
MSMEG_6710	Slow
MSMEG_6716	Med-slow
MSMEG_6719	Med-fast
MSMEG_6720	Slow
MSMEG_6723	Med-fast
MSMEG_6724	Fast
MSMEG_6725	Fast
MSMEG_6726	Med-fast
MSMEG_6729	Med-fast
MSMEG_6731	Med-fast
MSMEG_6732	Slow
MSMEG_6733	Med-slow
MSMEG_6734	Med-fast
MSMEG_6735	Med-fast
MSMEG_6736	Fast
MSMEG_6737	Med-fast
MSMEG_6738	Med-fast
MSMEG_6739	Med-fast
MSMEG_6740	Med-fast
MSMEG_6741	Med-fast
MSMEG_6742	Med-fast
MSMEG_6743	Slow
MSMEG_6744	Med-fast
MSMEG_6745	Fast
MSMEG_6746	Med-fast
MSMEG_6747	Med-slow
MSMEG_6748	Fast
MSMEG_6749	Fast
MSMEG_6750	Fast
MSMEG_6752	Med-fast
MSMEG_6753	Med-fast
MSMEG_6754	Fast
MSMEG_6755	Fast
MSMEG_6756	Fast
MSMEG_6757	Med-slow
MSMEG_6758	Med-fast
MSMEG_6759	Med-fast
MSMEG_6760	Med-fast
MSMEG_6761	Slow
MSMEG_6762	Med-fast
MSMEG_6763	Fast
MSMEG_6771	Med-fast
MSMEG_6772	Slow
MSMEG_6773	Med-fast
MSMEG_6776	Med-fast
MSMEG_6777	Fast
MSMEG_6778	Fast
MSMEG_6779	Med-slow
MSMEG_6780	Med-fast
MSMEG_6781	Med-fast
MSMEG_6783	Med-fast
MSMEG_6784	Med-slow
MSMEG_6785	Med-fast
MSMEG_6787	Med-fast
MSMEG_6788	Fast
MSMEG_6789	Med-slow
MSMEG_6792	Med-fast
MSMEG_6793	Med-fast
MSMEG_6798	Slow
MSMEG_6800	Med-fast
MSMEG_6801	Slow
MSMEG_6803	Slow
MSMEG_6804	Slow
MSMEG_6806	Fast
MSMEG_6811	Med-fast
MSMEG_6813	Med-slow
MSMEG_6815	Med-fast
MSMEG_6816	Fast
MSMEG_6817	Fast
MSMEG_6818	Med-fast
MSMEG_6821	Fast
MSMEG_6822	Med-slow
MSMEG_6824	Med-fast
MSMEG_6825	Med-slow
MSMEG_6827	Fast
MSMEG_6828	Med-slow
MSMEG_6829	Med-fast
MSMEG_6830	Fast
MSMEG_6831	Med-slow
MSMEG_6836	Med-fast
MSMEG_6837	Med-fast
MSMEG_6839	Med-slow
MSMEG_6840	Med-fast
MSMEG_6844	Slow
MSMEG_6848	Med-fast
MSMEG_6858	Fast
MSMEG_6859	Med-fast
MSMEG_6863	Med-fast
MSMEG_6864	Fast
MSMEG_6867	Med-fast
MSMEG_6869	Med-fast
MSMEG_6881	Fast
MSMEG_6882	Med-fast
MSMEG_6884	Fast
MSMEG_6888	Med-fast
MSMEG_6889	Slow
MSMEG_6892	Fast
MSMEG_6894	Med-fast
MSMEG_6895	Med-fast
MSMEG_6896	Med-fast
MSMEG_6897	Med-fast
MSMEG_6899	Slow
MSMEG_6900	Med-fast
MSMEG_6901	Fast
MSMEG_6902	Med-fast
MSMEG_6903	Med-fast
MSMEG_6904	Med-fast
MSMEG_6906	Fast
MSMEG_6907	Med-fast
MSMEG_6908	Med-fast
MSMEG_6909	Med-fast
MSMEG_6911	Fast
MSMEG_6913	Med-fast
MSMEG_6914	Med-fast
MSMEG_6916	Fast
MSMEG_6917	Fast
MSMEG_6919	Med-fast
MSMEG_6920	Fast
MSMEG_6921	Med-fast
MSMEG_6922	Med-fast
MSMEG_6923	Med-fast
MSMEG_6925	Fast
MSMEG_6926	Fast
MSMEG_6927	Med-fast
MSMEG_6928	Med-fast
MSMEG_6929	Slow
MSMEG_6930	Med-slow
MSMEG_6931	Slow
MSMEG_6932	Med-fast
MSMEG_6933	Med-fast
MSMEG_6934	Med-fast
MSMEG_6935	Med-fast
MSMEG_6936	Slow
MSMEG_6939	Slow
MSMEG_6940	Slow
MSMEG_6941	Slow
MSMEG_6942	Fast
MSMEG_6944	Fast
MSMEG_6945	Fast
MSMEG_6946	Fast
MSMEG_6947	Fast
VBIMycSme59918_0010	Med-fast
VBIMycSme59918_0018	Med-slow
VBIMycSme59918_0035	Med-fast
VBIMycSme59918_0071	Med-fast
VBIMycSme59918_0195	Fast
VBIMycSme59918_0296	Fast
VBIMycSme59918_0307	Med-fast
VBIMycSme59918_0627	Fast
VBIMycSme59918_0649	Med-fast
VBIMycSme59918_0690	Slow
VBIMycSme59918_0718	Med-slow
VBIMycSme59918_0719	Med-slow
VBIMycSme59918_0792	Med-fast
VBIMycSme59918_0793	Med-fast
VBIMycSme59918_0806	Med-fast
VBIMycSme59918_0830	Fast
VBIMycSme59918_0949	Med-fast
VBIMycSme59918_1005	Med-fast
VBIMycSme59918_1007	Fast
VBIMycSme59918_1023	Med-fast
VBIMycSme59918_1027	Med-fast
VBIMycSme59918_1157	Slow
VBIMycSme59918_1257	Med-fast
VBIMycSme59918_1383	Med-fast
VBIMycSme59918_1387	Slow
VBIMycSme59918_1391	Med-slow
VBIMycSme59918_1395	Slow
VBIMycSme59918_1534	Med-fast
VBIMycSme59918_1535	Slow
VBIMycSme59918_1547	Fast
VBIMycSme59918_1548	Fast
VBIMycSme59918_1603	Med-fast
VBIMycSme59918_1632	Med-fast
VBIMycSme59918_1809	Med-fast
VBIMycSme59918_1825	Slow
VBIMycSme59918_1826	Slow
VBIMycSme59918_2016	Med-fast
VBIMycSme59918_2017	Med-fast
VBIMycSme59918_2061	Fast
VBIMycSme59918_2062	Med-fast
VBIMycSme59918_2117	Med-fast
VBIMycSme59918_2130	Slow
VBIMycSme59918_2249	Med-fast
VBIMycSme59918_2263	Med-fast
VBIMycSme59918_2265	Fast
VBIMycSme59918_2281	Med-fast
VBIMycSme59918_2285	Med-fast
VBIMycSme59918_2314	Med-fast
VBIMycSme59918_2332	Med-fast
VBIMycSme59918_2364	Fast
VBIMycSme59918_2366	Fast
VBIMycSme59918_2417	Med-fast
VBIMycSme59918_2437	Med-fast
VBIMycSme59918_2438	Fast
VBIMycSme59918_2475	Med-fast
VBIMycSme59918_2521	Fast
VBIMycSme59918_2639	Med-fast
VBIMycSme59918_2671	Slow
VBIMycSme59918_2697	Fast
VBIMycSme59918_2698	Fast
VBIMycSme59918_2712	Med-fast
VBIMycSme59918_2714	Med-fast
VBIMycSme59918_2715	Fast
VBIMycSme59918_2770	Fast
VBIMycSme59918_2781	Med-fast
VBIMycSme59918_2788	Med-fast
VBIMycSme59918_2789	Slow
VBIMycSme59918_2792	Med-fast
VBIMycSme59918_2864	Fast
VBIMycSme59918_2866	Med-fast
VBIMycSme59918_2949	Med-fast
VBIMycSme59918_2985	Med-fast
VBIMycSme59918_2999	Med-fast
VBIMycSme59918_3049	Med-fast
VBIMycSme59918_3050	Med-fast
VBIMycSme59918_3205	Med-fast
VBIMycSme59918_3265	Med-slow
VBIMycSme59918_3266	Med-fast
VBIMycSme59918_3280	Slow
VBIMycSme59918_3291	Fast
VBIMycSme59918_3325	Med-slow
VBIMycSme59918_3326	Med-fast
VBIMycSme59918_3349	Slow
VBIMycSme59918_3356	Fast
VBIMycSme59918_3469	Med-slow
VBIMycSme59918_3638	Med-fast
VBIMycSme59918_3639	Fast
VBIMycSme59918_3650	Med-fast
VBIMycSme59918_3688	Med-fast
VBIMycSme59918_3690	Med-fast
VBIMycSme59918_3691	Med-fast
VBIMycSme59918_3718	Fast
VBIMycSme59918_3769	Med-fast
VBIMycSme59918_3796	Med-fast
VBIMycSme59918_3828	Fast
VBIMycSme59918_3829	Fast
VBIMycSme59918_3854	Med-fast
VBIMycSme59918_3917	Med-fast
VBIMycSme59918_3918	Fast
VBIMycSme59918_3922	Slow
VBIMycSme59918_3990	Med-fast
VBIMycSme59918_3999	Fast
VBIMycSme59918_4050	Slow
VBIMycSme59918_4053	Fast
VBIMycSme59918_4057	Med-fast
VBIMycSme59918_4099	Fast
VBIMycSme59918_4179	Med-fast
VBIMycSme59918_4188	Fast
VBIMycSme59918_4281	Slow
VBIMycSme59918_4448	Med-fast
VBIMycSme59918_4449	Med-fast
VBIMycSme59918_4468	Med-fast
VBIMycSme59918_4469	Slow
VBIMycSme59918_4503	Fast
VBIMycSme59918_4506	Med-fast
VBIMycSme59918_4524	Med-fast
VBIMycSme59918_4609	Med-slow
VBIMycSme59918_4775	Med-slow
VBIMycSme59918_4807	Slow
VBIMycSme59918_4871	Med-fast
VBIMycSme59918_4988	Fast
VBIMycSme59918_4997	Med-fast
VBIMycSme59918_5004	Med-fast
VBIMycSme59918_5168	Med-fast
