 	transcript_5p20nt_Avg_First5nt_UnpairedProb
MSMEG_4468	NA
MSMEG_4469	NA
MSMEG_4470	NA
MSMEG_4471	NA
MSMEG_4472	NA
MSMEG_4473	NA
MSMEG_4474	0.9692
MSMEG_4475	0.7142
MSMEG_4476	0.5180
MSMEG_4477	NA
MSMEG_4479	0.9056
MSMEG_4480	0.6948
MSMEG_4481	0.9917
MSMEG_4482	NA
MSMEG_4483	0.4985
MSMEG_4484	NA
MSMEG_4485	0.3527
MSMEG_4486	0.7805
MSMEG_4487	NA
MSMEG_4488	NA
MSMEG_4489	NA
MSMEG_4490	0.6097
MSMEG_4491	NA
MSMEG_4492	NA
MSMEG_4493	NA
MSMEG_4494	NA
MSMEG_4495	NA
MSMEG_4496	NA
MSMEG_4497	0.8268
MSMEG_4498	NA
MSMEG_4499	0.9764
MSMEG_4500	NA
MSMEG_4501	NA
MSMEG_4502	NA
MSMEG_4503	NA
MSMEG_4504	0.3327
MSMEG_4505	NA
MSMEG_4506	NA
MSMEG_4507	0.9204
MSMEG_4508	NA
MSMEG_4509	NA
MSMEG_4510	NA
MSMEG_4511	NA
MSMEG_4512	NA
MSMEG_4513	NA
MSMEG_4514	NA
MSMEG_4515	NA
MSMEG_4516	NA
MSMEG_4517	NA
MSMEG_4518	0.5844
MSMEG_4519	NA
MSMEG_4520	NA
MSMEG_4521	NA
MSMEG_4522	NA
MSMEG_4523	NA
MSMEG_4524	NA
MSMEG_4525	0.8745
MSMEG_4526	NA
MSMEG_4527	0.4867
MSMEG_4528	NA
MSMEG_4529	NA
MSMEG_4530	NA
MSMEG_4531	NA
MSMEG_4532	NA
MSMEG_4533	0.3926
MSMEG_4534	0.4716
MSMEG_4535	NA
MSMEG_4536	0.7479
MSMEG_4537	0.9968
MSMEG_4538	NA
MSMEG_4539	NA
MSMEG_4540	NA
MSMEG_4541	NA
MSMEG_4542	NA
MSMEG_4543	NA
MSMEG_4544	0.4547
MSMEG_4545	NA
MSMEG_4547	NA
MSMEG_4548	NA
MSMEG_4549	NA
MSMEG_4550	0.1134
MSMEG_4551	NA
MSMEG_4552	NA
MSMEG_4553	0.5164
MSMEG_4554	NA
MSMEG_4555	0.4248
MSMEG_4556	0.2012
MSMEG_4557	NA
MSMEG_4558	0.9328
MSMEG_4559	0.5935
MSMEG_4560	NA
MSMEG_4561	0.6838
MSMEG_4563	0.4395
MSMEG_4564	0.8465
MSMEG_4565	0.7871
MSMEG_4567	NA
MSMEG_4568	NA
MSMEG_4569	NA
MSMEG_4570	0.5504
MSMEG_4571	0.7188
MSMEG_4572	NA
MSMEG_4573	NA
MSMEG_4574	NA
MSMEG_4575	NA
MSMEG_4576	NA
MSMEG_4577	NA
MSMEG_4578	NA
MSMEG_4579	NA
MSMEG_4580	0.9806
MSMEG_4581	0.3897
MSMEG_4582	NA
MSMEG_4583	NA
MSMEG_4584	NA
MSMEG_4585	NA
MSMEG_4586	NA
MSMEG_4587	NA
MSMEG_4588	NA
MSMEG_4589	NA
MSMEG_4590	NA
MSMEG_4591	NA
MSMEG_4592	NA
MSMEG_4593	NA
MSMEG_4594	NA
MSMEG_4595	0.7775
MSMEG_4596	NA
MSMEG_4597	NA
MSMEG_4598	0.1491
MSMEG_4599	0.7756
MSMEG_4600	NA
MSMEG_4601	0.7359
MSMEG_4602	NA
MSMEG_4604	0.2296
MSMEG_4606	NA
MSMEG_4607	NA
MSMEG_4608	NA
MSMEG_4609	0.8595
MSMEG_4610	NA
MSMEG_4611	NA
MSMEG_4613	NA
MSMEG_4614	0.9591
MSMEG_4617	0.5174
MSMEG_4618	0.8849
MSMEG_4619	NA
MSMEG_4620	0.4481
MSMEG_4621	NA
MSMEG_4622	0.6518
MSMEG_4623	NA
MSMEG_4624	NA
MSMEG_4625	0.9139
MSMEG_4626	0.2400
MSMEG_4627	0.9589
MSMEG_4628	0.4082
MSMEG_4630	0.4370
MSMEG_4631	0.8988
MSMEG_4632	0.7420
MSMEG_4633	0.5604
MSMEG_4634	0.4508
MSMEG_4635	NA
MSMEG_4636	NA
MSMEG_4637	NA
MSMEG_4638	NA
MSMEG_4639	NA
MSMEG_4640	0.6679
MSMEG_4641	NA
MSMEG_4642	NA
MSMEG_4643	0.4059
MSMEG_4644	NA
MSMEG_4645	0.8578
MSMEG_4646	0.7857
MSMEG_4647	0.7939
MSMEG_4648	NA
MSMEG_4649	NA
MSMEG_4650	NA
MSMEG_4651	NA
MSMEG_4652	NA
MSMEG_4653	NA
MSMEG_4654	0.8799
MSMEG_4655	0.6043
MSMEG_4656	NA
MSMEG_4657	0.4014
MSMEG_4658	0.3397
MSMEG_4659	0.9148
MSMEG_4660	NA
MSMEG_4661	0.2505
MSMEG_4662	NA
MSMEG_4663	NA
MSMEG_4664	NA
MSMEG_4665	NA
MSMEG_4666	NA
MSMEG_4667	NA
MSMEG_4668	0.9232
MSMEG_4669	NA
MSMEG_4670	NA
MSMEG_4671	0.2416
MSMEG_4672	NA
MSMEG_4673	0.9191
MSMEG_4674	NA
MSMEG_4677	NA
MSMEG_4678	0.5959
MSMEG_4679	0.9076
MSMEG_4680	NA
MSMEG_4681	NA
MSMEG_4682	0.5032
MSMEG_4683	NA
MSMEG_4684	0.4462
MSMEG_4685	NA
MSMEG_4686	NA
MSMEG_4687	0.6919
MSMEG_4688	0.6906
MSMEG_4689	0.5126
MSMEG_4690	0.4456
MSMEG_4691	0.4552
MSMEG_4692	NA
MSMEG_4693	0.0536
MSMEG_4694	0.6046
MSMEG_4695	0.5859
MSMEG_4696	NA
MSMEG_4697	NA
MSMEG_4698	0.5639
MSMEG_4699	0.0242
MSMEG_4700	0.9976
MSMEG_4701	NA
MSMEG_4702	NA
MSMEG_4703	NA
MSMEG_4704	NA
MSMEG_4705	0.2022
MSMEG_4707	NA
MSMEG_4708	0.1705
MSMEG_4709	0.6484
MSMEG_4710	NA
MSMEG_4711	NA
MSMEG_4712	0.7850
MSMEG_4713	NA
MSMEG_4714	NA
MSMEG_4715	NA
MSMEG_4716	NA
MSMEG_4717	0.0510
MSMEG_4718	0.6181
MSMEG_4719	NA
MSMEG_4720	0.8941
MSMEG_4721	NA
MSMEG_4722	0.5126
MSMEG_4723	0.2698
MSMEG_4724	NA
MSMEG_4726	NA
MSMEG_4727	0.7708
MSMEG_4728	NA
MSMEG_4729	NA
MSMEG_4730	NA
MSMEG_4731	NA
MSMEG_4732	NA
MSMEG_4733	NA
MSMEG_4734	NA
MSMEG_4735	0.2577
MSMEG_4736	NA
MSMEG_4737	0.9207
MSMEG_4738	0.9499
MSMEG_4739	0.8477
MSMEG_4740	0.3231
MSMEG_4741	0.9071
MSMEG_4742	0.9980
MSMEG_4743	0.4158
MSMEG_4744	NA
MSMEG_4745	NA
MSMEG_4747	NA
MSMEG_4748	0.4360
MSMEG_4749	NA
MSMEG_4750	NA
MSMEG_4751	0.8187
MSMEG_4752	0.7465
MSMEG_4753	0.5841
MSMEG_4754	NA
MSMEG_4755	NA
MSMEG_4756	0.4502
MSMEG_4757	NA
MSMEG_4758	NA
MSMEG_4759	NA
MSMEG_4760	NA
MSMEG_4761	0.4219
MSMEG_4762	NA
MSMEG_4763	0.7304
MSMEG_4764	NA
MSMEG_4765	NA
MSMEG_4766	NA
MSMEG_4767	0.9436
MSMEG_4768	NA
MSMEG_4769	NA
MSMEG_4770	NA
MSMEG_4771	0.8895
MSMEG_4772	NA
MSMEG_4773	0.8471
MSMEG_4774	NA
MSMEG_4775	0.9594
MSMEG_4776	0.7540
MSMEG_4777	NA
MSMEG_4778	NA
MSMEG_4779	0.9735
MSMEG_4780	NA
MSMEG_4781	NA
MSMEG_4782	NA
MSMEG_4783	NA
MSMEG_4784	0.9769
MSMEG_4785	NA
MSMEG_4786	NA
MSMEG_4787	NA
MSMEG_4788	NA
MSMEG_4789	NA
MSMEG_4790	NA
MSMEG_4791	0.0522
MSMEG_4792	NA
MSMEG_4793	NA
MSMEG_4794	NA
MSMEG_4795	NA
MSMEG_4796	NA
MSMEG_4797	0.9895
MSMEG_4798	NA
MSMEG_4799	NA
MSMEG_4800	0.6746
MSMEG_4801	NA
MSMEG_4802	NA
MSMEG_4803	NA
MSMEG_4804	0.4345
MSMEG_4805	NA
MSMEG_4806	NA
MSMEG_4807	0.9880
MSMEG_4808	NA
MSMEG_4809	NA
MSMEG_4810	NA
MSMEG_4811	0.9901
MSMEG_4812	NA
MSMEG_4813	NA
MSMEG_4814	NA
MSMEG_4815	NA
MSMEG_4816	NA
MSMEG_4817	NA
MSMEG_4818	NA
MSMEG_4819	NA
MSMEG_4820	NA
MSMEG_4821	NA
MSMEG_4822	NA
MSMEG_4823	NA
MSMEG_4824	NA
MSMEG_4825	0.0334
MSMEG_4826	NA
MSMEG_4827	NA
MSMEG_4828	NA
MSMEG_4829	0.2034
MSMEG_4830	NA
MSMEG_4831	0.4074
MSMEG_4832	NA
MSMEG_4833	NA
MSMEG_4834	NA
MSMEG_4835	0.2015
MSMEG_4836	NA
MSMEG_4837	NA
MSMEG_4838	NA
MSMEG_4839	0.8999
MSMEG_4840	NA
MSMEG_4841	NA
MSMEG_4842	NA
MSMEG_4843	NA
MSMEG_4844	NA
MSMEG_4845	NA
MSMEG_4846	NA
MSMEG_4847	0.9343
MSMEG_4848	NA
MSMEG_4849	0.8591
MSMEG_4850	NA
MSMEG_4851	NA
MSMEG_4852	NA
MSMEG_4853	NA
MSMEG_4854	NA
MSMEG_4855	NA
MSMEG_4856	NA
MSMEG_4857	NA
MSMEG_4858	NA
MSMEG_4859	NA
MSMEG_4860	NA
MSMEG_4861	NA
MSMEG_4862	NA
MSMEG_4863	NA
MSMEG_4864	NA
MSMEG_4865	NA
MSMEG_4866	NA
MSMEG_4867	NA
MSMEG_4868	0.8290
MSMEG_4869	NA
MSMEG_4870	NA
MSMEG_4871	NA
MSMEG_4872	NA
MSMEG_4873	NA
MSMEG_4874	NA
MSMEG_4875	NA
MSMEG_4876	NA
MSMEG_4877	NA
MSMEG_4878	NA
MSMEG_4879	NA
MSMEG_4880	0.6963
MSMEG_4881	NA
MSMEG_4882	NA
MSMEG_4883	NA
MSMEG_4884	NA
MSMEG_4885	NA
MSMEG_4886	NA
MSMEG_4887	0.3521
MSMEG_4888	NA
MSMEG_4889	NA
MSMEG_4890	NA
MSMEG_4891	0.9981
MSMEG_4892	NA
MSMEG_4893	0.9556
MSMEG_4894	NA
MSMEG_4895	NA
MSMEG_4896	0.8622
MSMEG_4898	NA
MSMEG_4899	NA
MSMEG_4900	NA
MSMEG_4901	0.4359
MSMEG_4902	0.9681
MSMEG_4903	NA
MSMEG_4904	0.4084
MSMEG_4905	NA
MSMEG_4906	0.9815
MSMEG_4907	0.1920
MSMEG_4908	NA
MSMEG_4909	NA
MSMEG_4910	0.5020
MSMEG_4911	0.0190
MSMEG_4912	NA
MSMEG_4913	NA
MSMEG_4914	NA
MSMEG_4915	0.0737
MSMEG_4916	0.5947
MSMEG_4917	0.8102
MSMEG_4918	NA
MSMEG_4919	NA
MSMEG_4920	0.2212
MSMEG_4921	0.9498
MSMEG_4922	0.9593
MSMEG_4923	0.5341
MSMEG_4924	0.9824
MSMEG_4925	NA
MSMEG_4926	0.5789
MSMEG_4927	0.0522
MSMEG_4928	NA
MSMEG_4932	0.7865
MSMEG_4933	0.6948
MSMEG_4934	0.7902
MSMEG_4935	0.2425
MSMEG_4936	NA
MSMEG_4937	NA
MSMEG_4938	0.2196
MSMEG_4939	0.1869
MSMEG_4940	NA
MSMEG_4941	0.8391
MSMEG_4942	NA
MSMEG_4943	0.9819
MSMEG_4944	NA
MSMEG_4945	0.8026
MSMEG_4946	0.9646
MSMEG_4947	NA
MSMEG_4948	NA
MSMEG_4949	NA
MSMEG_4950	NA
MSMEG_4951	0.2215
MSMEG_4952	NA
MSMEG_4953	0.7171
MSMEG_4954	0.5037
MSMEG_4955	NA
MSMEG_4956	0.8008
MSMEG_4957	NA
MSMEG_4958	0.9648
MSMEG_4959	0.5998
MSMEG_4961	0.9176
MSMEG_4962	NA
MSMEG_4963	NA
MSMEG_4964	NA
MSMEG_4965	NA
MSMEG_4966	NA
MSMEG_4967	0.9913
MSMEG_4968	NA
MSMEG_4969	NA
MSMEG_4970	NA
MSMEG_4971	0.2304
MSMEG_4972	NA
MSMEG_4973	0.4293
MSMEG_4974	0.5575
MSMEG_4975	NA
MSMEG_4976	0.4264
MSMEG_4977	0.6361
MSMEG_4978	NA
MSMEG_4979	0.5313
MSMEG_4980	0.5561
MSMEG_4981	NA
MSMEG_4982	NA
MSMEG_4983	NA
MSMEG_4984	NA
MSMEG_4985	0.7276
MSMEG_4986	NA
MSMEG_4987	NA
MSMEG_4988	NA
MSMEG_4989	0.9605
MSMEG_4990	0.9572
MSMEG_4991	0.5069
MSMEG_4992	NA
MSMEG_4993	0.4709
MSMEG_4994	NA
MSMEG_4995	0.6469
MSMEG_4996	NA
MSMEG_4997	NA
MSMEG_4998	0.3076
MSMEG_4999	0.9870
MSMEG_5000	0.9856
MSMEG_5001	NA
MSMEG_5002	NA
MSMEG_5003	NA
MSMEG_5004	0.9675
MSMEG_5005	NA
MSMEG_5006	NA
MSMEG_5007	0.7093
MSMEG_5008	0.6859
MSMEG_5009	NA
MSMEG_5010	0.6755
MSMEG_5011	0.7444
MSMEG_5012	0.2608
MSMEG_5013	0.2785
MSMEG_5014	NA
MSMEG_5015	NA
MSMEG_5016	0.7286
MSMEG_5017	NA
MSMEG_5018	NA
MSMEG_5019	NA
MSMEG_5020	NA
MSMEG_5021	0.6596
MSMEG_5022	0.9691
MSMEG_5023	NA
MSMEG_5024	NA
MSMEG_5025	0.6081
MSMEG_5026	NA
MSMEG_5027	NA
MSMEG_5028	0.7829
MSMEG_5029	0.6547
MSMEG_5030	0.9984
MSMEG_5031	NA
MSMEG_5032	NA
MSMEG_5034	NA
MSMEG_5035	NA
MSMEG_5036	NA
MSMEG_5037	0.4617
MSMEG_5038	0.3228
MSMEG_5039	0.9912
MSMEG_5040	NA
MSMEG_5041	NA
MSMEG_5042	0.9525
MSMEG_5043	0.2876
MSMEG_5044	0.3933
MSMEG_5045	NA
MSMEG_5046	NA
MSMEG_5047	0.8189
MSMEG_5048	0.2445
MSMEG_5049	0.4790
MSMEG_5050	0.7005
MSMEG_5051	0.4005
MSMEG_5052	0.2145
MSMEG_5053	0.6474
MSMEG_5054	0.4908
MSMEG_5055	0.2698
MSMEG_5056	0.7177
MSMEG_5057	0.9918
MSMEG_5058	NA
MSMEG_5059	0.0445
MSMEG_5060	0.7021
MSMEG_5061	0.0061
MSMEG_5062	0.9101
MSMEG_5063	NA
MSMEG_5064	0.3744
MSMEG_5065	NA
MSMEG_5066	NA
MSMEG_5067	0.8344
MSMEG_5068	NA
MSMEG_5069	NA
MSMEG_5070	0.9588
MSMEG_5071	NA
MSMEG_5072	0.5250
MSMEG_5073	0.3239
MSMEG_5074	NA
MSMEG_5075	NA
MSMEG_5076	NA
MSMEG_5077	NA
MSMEG_5078	0.3520
MSMEG_5079	0.7524
MSMEG_5080	0.7692
MSMEG_5081	0.8780
MSMEG_5082	NA
MSMEG_5083	0.9164
MSMEG_5084	NA
MSMEG_5085	0.8867
MSMEG_5086	0.4440
MSMEG_5087	NA
MSMEG_5088	0.5704
MSMEG_5089	0.4994
MSMEG_5090	0.7458
MSMEG_5091	0.7497
MSMEG_5092	NA
MSMEG_5093	NA
MSMEG_5094	NA
MSMEG_5095	NA
MSMEG_5096	0.2987
MSMEG_5097	NA
MSMEG_5098	NA
MSMEG_5099	NA
MSMEG_5100	0.7406
MSMEG_5101	0.9956
MSMEG_5102	0.9011
MSMEG_5103	0.5164
MSMEG_5104	0.9636
MSMEG_5105	NA
MSMEG_5106	NA
MSMEG_5107	NA
MSMEG_5108	NA
MSMEG_5109	0.8573
MSMEG_5110	NA
MSMEG_5111	0.9370
MSMEG_5112	NA
MSMEG_5114	0.6320
MSMEG_5115	NA
MSMEG_5116	0.6349
MSMEG_5117	NA
MSMEG_5118	NA
MSMEG_5119	0.5970
MSMEG_5120	0.9827
MSMEG_5121	NA
MSMEG_5122	0.3865
MSMEG_5124	0.7873
MSMEG_5125	NA
MSMEG_5126	0.3807
MSMEG_5127	0.6367
MSMEG_5128	0.6422
MSMEG_5129	0.2778
MSMEG_5130	NA
MSMEG_5131	0.8482
MSMEG_5132	0.4495
MSMEG_5133	NA
MSMEG_5134	0.6037
MSMEG_5135	NA
MSMEG_5136	NA
MSMEG_5137	NA
MSMEG_5138	NA
MSMEG_5139	NA
MSMEG_5140	NA
MSMEG_5141	NA
MSMEG_5142	NA
MSMEG_5143	NA
MSMEG_5144	0.7551
MSMEG_5145	0.5701
MSMEG_5146	NA
MSMEG_5147	NA
MSMEG_5148	0.4610
MSMEG_5149	0.8919
MSMEG_5150	0.8905
MSMEG_5151	NA
MSMEG_5152	NA
MSMEG_5153	NA
MSMEG_5154	0.4288
MSMEG_5155	NA
MSMEG_5156	0.5713
MSMEG_5157	0.8980
MSMEG_5158	NA
MSMEG_5159	0.8348
MSMEG_5160	NA
MSMEG_5161	NA
MSMEG_5162	0.0570
MSMEG_5163	NA
MSMEG_5164	0.4777
MSMEG_5165	0.4191
MSMEG_5166	NA
MSMEG_5167	NA
MSMEG_5168	NA
MSMEG_5169	0.9912
MSMEG_5170	NA
MSMEG_5171	0.6296
MSMEG_5172	0.7958
MSMEG_5173	0.2361
MSMEG_5174	0.7140
MSMEG_5175	0.1056
MSMEG_5176	NA
MSMEG_5177	NA
MSMEG_5178	0.8536
MSMEG_5179	NA
MSMEG_5180	0.4747
MSMEG_5181	0.1835
MSMEG_5182	NA
MSMEG_5183	NA
MSMEG_5184	0.4028
MSMEG_5185	0.8550
MSMEG_5186	NA
MSMEG_5187	0.4738
MSMEG_5188	NA
MSMEG_5189	0.3615
MSMEG_5190	0.7771
MSMEG_5191	0.7395
MSMEG_5192	NA
MSMEG_5193	0.5450
MSMEG_5194	0.7058
MSMEG_5195	NA
MSMEG_5196	0.0176
MSMEG_5197	NA
MSMEG_5198	NA
MSMEG_5199	0.5981
MSMEG_5200	NA
MSMEG_5201	NA
MSMEG_5202	NA
MSMEG_5203	0.5373
MSMEG_5204	NA
MSMEG_5205	NA
MSMEG_5206	NA
MSMEG_5207	0.8161
MSMEG_5208	0.4355
MSMEG_5209	0.6098
MSMEG_5210	0.5921
MSMEG_5211	0.8228
MSMEG_5212	NA
MSMEG_5213	0.7873
MSMEG_5214	NA
MSMEG_5215	0.6039
MSMEG_5216	0.9039
MSMEG_5217	0.8273
MSMEG_5218	0.7831
MSMEG_5219	0.3805
MSMEG_5220	0.5068
MSMEG_5221	NA
MSMEG_5222	0.7983
MSMEG_5223	0.1983
MSMEG_5224	NA
MSMEG_5225	0.2441
MSMEG_5226	NA
MSMEG_5227	NA
MSMEG_5228	NA
MSMEG_5229	0.7407
MSMEG_5230	NA
MSMEG_5231	0.5281
MSMEG_5232	NA
MSMEG_5233	0.5934
MSMEG_5234	NA
MSMEG_5235	NA
MSMEG_5236	0.0019
MSMEG_5237	0.6476
MSMEG_5238	0.9471
MSMEG_5239	0.9900
MSMEG_5240	NA
MSMEG_5241	0.4046
MSMEG_5242	NA
MSMEG_5243	NA
MSMEG_5244	0.6622
MSMEG_5245	NA
MSMEG_5246	NA
MSMEG_5247	NA
MSMEG_5248	0.6064
MSMEG_5249	0.2770
MSMEG_5250	NA
MSMEG_5251	NA
MSMEG_5252	0.4142
MSMEG_5253	NA
MSMEG_5254	NA
MSMEG_5255	NA
MSMEG_5256	0.2061
MSMEG_5257	0.4095
MSMEG_5258	0.7634
MSMEG_5259	NA
MSMEG_5260	NA
MSMEG_5261	0.9993
MSMEG_5262	NA
MSMEG_5263	0.7234
MSMEG_5264	0.5283
MSMEG_5265	0.9388
MSMEG_5266	NA
MSMEG_5267	0.5814
MSMEG_5268	0.9958
MSMEG_5269	NA
MSMEG_5270	0.3567
MSMEG_5271	0.8378
MSMEG_5272	0.0027
MSMEG_5273	0.7923
MSMEG_5274	0.2211
MSMEG_5275	0.2020
MSMEG_5276	0.7852
MSMEG_5277	NA
MSMEG_5278	0.4045
MSMEG_5279	NA
MSMEG_5280	0.9681
MSMEG_5281	0.5966
MSMEG_5282	0.5487
MSMEG_5283	NA
MSMEG_5284	NA
MSMEG_5285	0.2460
MSMEG_5286	NA
MSMEG_5287	0.4216
MSMEG_5288	0.9911
MSMEG_5289	NA
MSMEG_5290	NA
MSMEG_5291	0.3598
MSMEG_5292	0.3424
MSMEG_5293	NA
MSMEG_5294	NA
MSMEG_5295	NA
MSMEG_5296	NA
MSMEG_5297	NA
MSMEG_5298	0.9914
MSMEG_5299	NA
MSMEG_5300	NA
MSMEG_5301	0.9710
MSMEG_5302	0.8906
MSMEG_5303	0.5088
MSMEG_5304	NA
MSMEG_5305	NA
MSMEG_5306	NA
MSMEG_5307	NA
MSMEG_5308	0.9935
MSMEG_5309	NA
MSMEG_5310	0.9940
MSMEG_5311	NA
MSMEG_5312	NA
MSMEG_5313	NA
MSMEG_5314	NA
MSMEG_5315	NA
MSMEG_5316	NA
MSMEG_5317	NA
MSMEG_5318	0.9594
MSMEG_5319	NA
MSMEG_5320	NA
MSMEG_5321	NA
MSMEG_5322	NA
MSMEG_5323	NA
MSMEG_5324	0.5787
MSMEG_5325	NA
MSMEG_5326	NA
MSMEG_5327	0.9819
MSMEG_5328	0.7655
MSMEG_5329	0.9729
MSMEG_5330	NA
MSMEG_5332	0.5028
MSMEG_5333	0.7477
MSMEG_5334	NA
MSMEG_5335	NA
MSMEG_5336	NA
MSMEG_5338	0.8234
MSMEG_5339	0.9189
MSMEG_5340	0.2892
MSMEG_5341	NA
MSMEG_5342	NA
MSMEG_5343	0.2971
MSMEG_5344	NA
MSMEG_5345	NA
MSMEG_5346	0.9574
MSMEG_5347	0.8355
MSMEG_5348	NA
MSMEG_5349	0.6207
MSMEG_5350	NA
MSMEG_5351	0.2598
MSMEG_5352	0.3917
MSMEG_5353	NA
MSMEG_5354	0.8004
MSMEG_5355	0.8446
MSMEG_5356	NA
MSMEG_5357	NA
MSMEG_5358	NA
MSMEG_5359	NA
MSMEG_5360	0.6033
MSMEG_5361	NA
MSMEG_5362	0.0073
MSMEG_5363	NA
MSMEG_5364	NA
MSMEG_5365	NA
MSMEG_5366	NA
MSMEG_5367	NA
MSMEG_5368	0.9071
MSMEG_5369	NA
MSMEG_5370	0.8320
MSMEG_5371	NA
MSMEG_5372	0.7562
MSMEG_5373	NA
MSMEG_5374	NA
MSMEG_5375	0.4818
MSMEG_5376	0.5651
MSMEG_5377	NA
MSMEG_5378	0.5656
MSMEG_5379	0.0522
MSMEG_5381	NA
MSMEG_5383	NA
MSMEG_5384	NA
MSMEG_5385	NA
MSMEG_5386	NA
MSMEG_5387	NA
MSMEG_5388	0.9863
MSMEG_5389	NA
MSMEG_5390	NA
MSMEG_5391	NA
MSMEG_5392	NA
MSMEG_5393	NA
MSMEG_5394	NA
MSMEG_5395	0.3883
MSMEG_5396	NA
MSMEG_5397	0.8495
MSMEG_5398	NA
MSMEG_5399	NA
MSMEG_5400	NA
MSMEG_5401	0.0037
MSMEG_5402	NA
MSMEG_5403	0.2769
MSMEG_5404	0.9690
MSMEG_5405	0.8912
MSMEG_5406	0.6889
MSMEG_5407	NA
MSMEG_5408	NA
MSMEG_5409	0.7325
MSMEG_5410	NA
MSMEG_5411	NA
MSMEG_5412	0.4101
MSMEG_5413	NA
MSMEG_5414	0.6884
MSMEG_5415	0.3768
MSMEG_5416	0.4584
MSMEG_5417	NA
MSMEG_5418	0.0823
MSMEG_5420	0.3562
MSMEG_5421	NA
MSMEG_5422	NA
MSMEG_5423	NA
MSMEG_5424	0.4410
MSMEG_5426	NA
MSMEG_5427	0.4657
MSMEG_5428	NA
MSMEG_5429	0.9951
MSMEG_5430	NA
MSMEG_5431	0.5786
MSMEG_5432	NA
MSMEG_5433	NA
MSMEG_5434	NA
MSMEG_5435	0.4356
MSMEG_5436	NA
MSMEG_5437	NA
MSMEG_5438	0.3320
MSMEG_5439	0.9508
MSMEG_5440	0.4938
MSMEG_5441	NA
MSMEG_5442	0.5721
MSMEG_5443	NA
MSMEG_5444	0.2204
MSMEG_5445	0.9455
MSMEG_5446	0.7337
MSMEG_5447	0.6891
MSMEG_5448	0.7242
MSMEG_5449	NA
MSMEG_5450	NA
MSMEG_5451	0.7598
MSMEG_5452	0.9352
MSMEG_5453	NA
MSMEG_5454	0.9363
MSMEG_5455	NA
MSMEG_5456	NA
MSMEG_5457	NA
MSMEG_5458	0.7298
MSMEG_5459	NA
MSMEG_5460	0.8927
MSMEG_5461	0.8716
MSMEG_5462	0.4388
MSMEG_5463	0.9986
MSMEG_5464	NA
MSMEG_5465	NA
MSMEG_5466	NA
MSMEG_5468	0.2883
MSMEG_5469	NA
MSMEG_5470	0.5299
MSMEG_5471	0.7695
MSMEG_5472	NA
MSMEG_5473	NA
MSMEG_5474	NA
MSMEG_5475	0.4648
MSMEG_5476	NA
MSMEG_5477	NA
MSMEG_5478	NA
MSMEG_5479	NA
MSMEG_5480	0.9429
MSMEG_5481	0.5010
MSMEG_5482	0.2461
MSMEG_5483	0.6925
MSMEG_5484	NA
MSMEG_5485	NA
MSMEG_5486	0.4450
MSMEG_5487	NA
MSMEG_5488	NA
MSMEG_5489	0.6964
MSMEG_5490	NA
MSMEG_5491	NA
MSMEG_5492	NA
MSMEG_5493	NA
MSMEG_5494	NA
MSMEG_5495	NA
MSMEG_5496	NA
MSMEG_5497	NA
MSMEG_5498	NA
MSMEG_5499	NA
MSMEG_5500	0.3760
MSMEG_5501	NA
MSMEG_5502	0.9784
MSMEG_5503	0.5458
MSMEG_5504	NA
MSMEG_5505	0.5107
MSMEG_5506	NA
MSMEG_5507	0.5944
MSMEG_5508	NA
MSMEG_5509	NA
MSMEG_5511	NA
MSMEG_5512	NA
MSMEG_5513	0.3868
MSMEG_5514	NA
MSMEG_5515	0.7369
MSMEG_5516	0.6453
MSMEG_5517	0.0103
MSMEG_5518	0.0039
MSMEG_5519	0.9470
MSMEG_5520	0.5440
MSMEG_5521	NA
MSMEG_5522	0.0066
MSMEG_5523	NA
MSMEG_5524	NA
MSMEG_5525	0.3194
MSMEG_5526	NA
MSMEG_5527	0.6882
MSMEG_5528	NA
MSMEG_5529	NA
MSMEG_5530	NA
MSMEG_5531	NA
MSMEG_5532	NA
MSMEG_5533	NA
MSMEG_5534	0.4889
MSMEG_5535	NA
MSMEG_5536	0.2358
MSMEG_5537	NA
MSMEG_5538	0.9787
MSMEG_5539	0.9796
MSMEG_5540	NA
MSMEG_5541	0.8874
MSMEG_5542	NA
MSMEG_5543	0.6487
MSMEG_5544	0.7969
MSMEG_5545	NA
MSMEG_5546	0.7025
MSMEG_5547	NA
MSMEG_5548	0.2503
MSMEG_5549	0.9925
MSMEG_5551	NA
MSMEG_5552	NA
MSMEG_5553	0.4109
MSMEG_5554	NA
MSMEG_5556	0.2607
MSMEG_5557	0.5600
MSMEG_5558	0.7541
MSMEG_5559	0.1994
MSMEG_5560	NA
MSMEG_5561	NA
MSMEG_5562	0.5945
MSMEG_5563	NA
MSMEG_5564	NA
MSMEG_5565	0.6431
MSMEG_5566	0.8540
MSMEG_5567	0.6577
MSMEG_5568	0.9393
MSMEG_5569	NA
MSMEG_5570	0.9931
MSMEG_5571	NA
MSMEG_5572	NA
MSMEG_5573	NA
MSMEG_5574	NA
MSMEG_5575	NA
MSMEG_5576	NA
MSMEG_5577	0.3722
MSMEG_5578	NA
MSMEG_5579	0.8496
MSMEG_5580	NA
MSMEG_5581	NA
MSMEG_5582	NA
MSMEG_5583	NA
MSMEG_5584	0.8157
MSMEG_5585	NA
MSMEG_5586	NA
MSMEG_5587	0.9814
